dataset,method,sample_id,graph_path,Nodes,Edges,Density,Avg Degree,Degree Mean,Degree Std,Degree Min,Degree Max,Transitivity,Avg Clustering,Connected Components,LCC Size,LCC Fraction,Assortativity,Avg Shortest Path (LCC),Diameter (LCC),_raw_nodes,_raw_edges,_raw_is_directed,_raw_is_multigraph,_raw_selfloops,node_overlap_ref_frac,node_overlap_common,status,error
polbooks,VAE,16,results\final\final_dataset\VAE\polbooks_16.gml,105.0,442.0,0.08095238095238096,8.41904761904762,8.41904761904762,4.00899216020555,1.0,18.0,0.37472714043172445,0.3786129852096238,1.0,105.0,1.0,0.1791192405337058,3.183150183150183,7.0,105.0,442.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,17,results\final\final_dataset\VAE\polbooks_17.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.81126150843973,2.0,17.0,0.36065573770491804,0.3954181128550877,1.0,105.0,1.0,0.17712626221883973,3.1206959706959707,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,18,results\final\final_dataset\VAE\polbooks_18.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.7912179221634483,2.0,22.0,0.359880537580886,0.41001026517833244,1.0,105.0,1.0,0.06948028013269482,3.1789377289377287,6.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,19,results\final\final_dataset\VAE\polbooks_19.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.493122494546214,2.0,19.0,0.35809426229508196,0.3768290950290066,1.0,105.0,1.0,0.14204578672861815,3.1135531135531136,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,2,results\final\final_dataset\VAE\polbooks_2.gml,105.0,441.0,0.08076923076923077,8.4,8.4,4.095526014242044,1.0,22.0,0.3236003861003861,0.37398460099698494,1.0,105.0,1.0,0.020460287817202785,3.015018315018315,6.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,20,results\final\final_dataset\VAE\polbooks_20.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.8012529262762573,2.0,22.0,0.3654898060666335,0.3730462337472509,1.0,105.0,1.0,0.13960128319022053,3.012087912087912,6.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,21,results\final\final_dataset\VAE\polbooks_21.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.6530483030972785,1.0,18.0,0.3458627648839556,0.3672245697035614,1.0,105.0,1.0,0.23557004196612963,3.1236263736263736,8.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,22,results\final\final_dataset\VAE\polbooks_22.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.7861904462451563,2.0,19.0,0.3510956175298805,0.4074037421781783,1.0,105.0,1.0,0.06089887928806332,3.1377289377289377,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,23,results\final\final_dataset\VAE\polbooks_23.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.8830523094719234,1.0,19.0,0.35215782983970406,0.42663936060663177,1.0,105.0,1.0,0.036162611240096856,3.00989010989011,6.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,24,results\final\final_dataset\VAE\polbooks_24.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.603173204670731,3.0,19.0,0.332319391634981,0.3816123941090768,1.0,105.0,1.0,0.14976818495081812,3.1697802197802196,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,25,results\final\final_dataset\VAE\polbooks_25.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.8830523094719234,1.0,21.0,0.33292231812577067,0.3669217686665719,1.0,105.0,1.0,0.13633074581116716,3.0772893772893775,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,26,results\final\final_dataset\VAE\polbooks_26.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.7937291617063225,2.0,21.0,0.353819358049266,0.38869102174055736,1.0,105.0,1.0,0.08766152050475852,3.1518315018315017,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,27,results\final\final_dataset\VAE\polbooks_27.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.61373042977027,3.0,17.0,0.36540896429475817,0.4315760134667697,1.0,105.0,1.0,0.17717786564052942,3.2364468864468865,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,28,results\final\final_dataset\VAE\polbooks_28.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.991896553674468,2.0,20.0,0.37902439024390244,0.41009851779422773,1.0,105.0,1.0,0.12559792803231262,3.004945054945055,6.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,29,results\final\final_dataset\VAE\polbooks_29.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.9099384966542696,2.0,20.0,0.352680767338908,0.3792529322692965,1.0,105.0,1.0,0.026094979040648336,3.2155677655677657,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,3,results\final\final_dataset\VAE\polbooks_3.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.482199633236769,2.0,18.0,0.35923076923076924,0.4265964816384983,1.0,105.0,1.0,0.08902170616187416,3.165201465201465,8.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,4,results\final\final_dataset\VAE\polbooks_4.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.9196695681918805,1.0,21.0,0.34275184275184273,0.4123571352231236,1.0,105.0,1.0,0.09714815268645514,2.965018315018315,6.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,5,results\final\final_dataset\VAE\polbooks_5.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.788705018114463,2.0,20.0,0.35399551904406273,0.4278369626998555,1.0,105.0,1.0,0.04655991614231731,3.048168498168498,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,6,results\final\final_dataset\VAE\polbooks_6.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.763483695169879,2.0,22.0,0.3286748190666334,0.37624976641783364,1.0,105.0,1.0,0.05985022967548813,3.0761904761904764,6.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,7,results\final\final_dataset\VAE\polbooks_7.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.9414766389309093,1.0,19.0,0.37509193429762194,0.3889370379485372,1.0,105.0,1.0,0.1637900174681885,3.061172161172161,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,8,results\final\final_dataset\VAE\polbooks_8.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.9366410627771056,1.0,20.0,0.35467255334805003,0.3956118109125626,1.0,105.0,1.0,0.1185764276673351,3.0785714285714287,7.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,VAE,9,results\final\final_dataset\VAE\polbooks_9.gml,105.0,441.0,0.08076923076923077,8.4,8.4,3.8312002346647502,1.0,19.0,0.35994050570153696,0.39459062265563805,1.0,105.0,1.0,0.12826792243178736,3.178021978021978,6.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
